"x"
0.821758787350685
0.462632615370827
1
1
0.736878515028204
0.679739087091837
0.810290860662954
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
0.164934884981848
1
1
0.332022357904843
1
0.38520366546834
1
0.519991989421934
0.497607503421378
0.702627390598558
1
1
0.667804555010249
1
1
1
1
0
1
1
0
0.0128947384966228
0
0.332372339507387
1
0
0.524730967170565
0.466739454785665
0.644542271759615
0
1
0.197133012894407
0
1
1
0.19705442651476
0
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
0.798568657667709
0.899971973466255
1
0.685505266606427
0.737760510681116
0.793943927239003
0.669442267865515
1
1
0.644051816680361
1
1
1
1
1
0.424326798132964
0.642244259803704
1
0.925631855961731
0.642777338213146
0.692098933871714
0.819241024834839
0
1
1
1
1
1
0
1
0
1
1
0.629675553554872
0.804632670149881
1
0.782193894098112
0.903960554935403
1
1
0.450188131303171
1
0.597079435645123
0.442507961797386
0.293408689976281
0.277947145729197
1
0.701449636998504
0.787319500175288
1
1
1
0.890809610113107
1
0
1
0.587841130656354
0.473264989005758
0.533968234716131
1
1
0.480841981388523
0.311841071492366
1
1
0.612458599914152
1
0.668497413168906
1
1
1
1
1
1
1
1
1
1
1
0.635303368784426
0.337510787447142
1
1
1
1
1
1
1
0.708864043324106
0.592528666876874
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
0
0.275642495442107
1
0
0
0.747003747614922
1
0.547004253012052
0.33914951736865
0.342059756921673
0.835423440304648
0.885159685926869
0.937205995823479
1
0.802765196073672
1
1
0.217802551729386
1
1
0
1
0.500277851044809
0.501701719594676
0.549763225878798
1
1
1
0.605755544605618
1
1
1
1
1
0
1
0.673445857885609
1
1
1
1
1
0.0214735390415609
1
1
1
1
0
1
1
1
0.44025255937375
0.973106013881129
1
0.940281952948616
1
1
0
0.569543086816876
1
0.23404805567603
1
0
0.176046674429924
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
0.989333071698587
0.94246755076903
1
1
0.960654172191745
1
1
0.680683952436331
0.367812042436829
0.921066169370464
1
0.88954818675924
1
0.758140862384722
1
0.308136345655573
0.360272010123267
1
0.423055462609792
0.332608252010223
1
1
1
1
1
1
1
1
1
1
1
1
1
0.933090806698205
1
1
0.159857012720941
1
1
0.366744220341761
0
0.170341169935244
0.168279179829803
1
0.797665374132392
1
1
1
0.298782808646367
1
0.664611751292022
0.740008206699381
0.571318398142649
1
0.428167841702734
1
0.557846219912726
1
0.303522524572753
1
1
1
1
1
1
1
1
1
1
1
0.665959480863986
1
1
1
1
1
0.667133861740782
0.980074521658436
0.737275424599396
1
0.896638458030564
0.67802826076685
0.852451096178301
1
1
1
0.886154201077341
1
1
1
1
1
1
1
0.808298503687448
1
0.673457828729238
1
1
0.998224802949938
0.185000285294482
0.900545658242219
1
1
0.769442118504017
0.449229932068935
1
1
1
0.670716656738922
0
0.668531532662203
1
0.169544835471
0.5262488963016
1
1
1
0
0.170713840334019
1
1
1
0.3330646206269
1
1
0.666044034598398
0.965112767851362
0.808134322513976
1
1
0.6681693310822
0.666440220770399
1
0.527622684108176
0
0.404051419512167
0.44461570163353
1
0.448407370673473
1
1
1
0
1
0.444121148871351
1
0.452863651461015
1
1
1
1
1
1
1
0.742898471818445
0.668684601681787
0.564230172656023
1
0.797927253299794
1
1
1
1
0.938144578655566
1
1
1
1
1
1
1
0.57575188256173
0.575740752043104
1
1
0.66974137301727
0.575738576901517
0.507917869975009
1
0.363045127188653
1
0.521356023632179
0.671549709969823
0.670490347301609
0.166821106520694
0.339903273193018
1
0.7606293153407
1
0.357514570770861
1
0.116994880238282
0
0
0.331970313129734
1
1
0.399384206124397
1
1
0.927280120836525
0.389117461440102
1
0.753967914146202
1
1
1
1
1
0.373593792882868
1
0.930442220440832
1
0.817343669803875
1
1
1
0.752109383570253
0.980220395695955
0.216576261085802
0.124679322156968
1
1
1
0.220267527772549
0.37493705344895
1
0.357390955453977
1
0
0.214670663232283
1
1
1
0.997449312978993
0.833347870117435
0.667197610821894
0.678108618306604
1
0.87841947300249
1
1
1
0.823866123016769
0.827735106699185
1
1
1
1
0.690283806920858
0
0.406113417735189
1
0.350680841044422
1
0.314078884111271
1
0
1
1
1
0.899229483057497
0.815508055319601
0.89778049335654
1
0.841868565533105
1
0.415417863926761
1
0.291283120413413
1
1
1
1
1
1
1
1
1
1
1
1
1
1
0.988148918706856
0.022345447790081
1
0
1
0.687366882207438
1
0.686190132714336
1
1
1
0
0
0
0
0
0
1
1
1
0.284920983312902
1
1
0.402999628947743
0.493569441880405
0
0.632690752195783
0.317805562216344
0.392401387505867
0.590871944445473
0.664664994278569
0.520878060079203
1
0.690854188230942
0.55557719816493
1
0.377679631632575
0.333521250742421
0.321516605315803
1
0.403489808533717
0.185498137151686
1
1
0.66337958736307
1
1
0
0.646464547005275
0.665574511342564
1
0.839449571122692
0
1
1
1
0.911701946554059
1
1
1
0.2972539596001
0.977915371822448
1
0.423510985615824
1
1
1
0.665274264385554
1
1
0.533150928425262
0.648688156351669
0.501732087457823
0.832956074084972
1
1
1
0.449253992106385
0.686332056972233
1
1
1
0.170407617312606
1
0.415035628350914
0
1
0.24401459065631
1
0
0.371258777075227
1
0.503409222938676
0.33933782157865
1
0.663094097335751
1
1
0
0.643252538865575
1
0.590505867674686
0.708726695714656
0.679374689290089
0
1
1
0.555253047664575
1
0.659744787052245
1
0.680516017740529
0.522376062368487
1
0.493949018565115
1
0.41272056787439
0.659190435289665
1
0.704500567710258
0.849586632781021
1
0.88920061654667
1
1
1
1
1
1
0.599090551418433
0
0.906508901767136
0.443289503200824
1
1
0.773227710360245
0.142522105321924
1
1
1
1
1
1
1
1
0.998930020521842
1
1
0.665613292784411
0.992485323973003
1
1
1
1
1
1
1
0.183561522007966
1
1
1
0.666514421160523
0
0.189711940371477
0.327682448902431
1
1
0
1
0.667069366130136
0.29938305563324
1
0
0.138295387812279
